108,動物保健產業及安全防護科技創新開發(2/4),防疫科技
109,蚊媒傳染病防治研究聚落之合作體系(4/4),防疫科技
109,國人重大傳染病防治卓越科技發展研究(1/4),防疫科技
109,維持符合我國PIC/S GMP之生物製劑廠基本營運規模(4/4),防疫科技
109,建立亞太疫苗及血清研發中心計畫(4/4),防疫科技
109,新世代智慧防疫行動計畫(3/4),防疫科技
109,推動原鄉環境友善林畜產業多態模式(2/4),防疫科技
109,發展畜禽產業加值及永續友善環境綱要計畫(4/4),防疫科技
109,國際合作科技發展綱要計畫(4/4),防疫科技
109,建構動植物健康安全防護網絡(4/4),防疫科技
109,動物保健產業及安全防護科技創新開發(3/4),防疫科技
109,全球衛生安全—追求防疫一體之傳染病整合防治研究(4/4),防疫科技
109,E化領域科技發展綱要計畫(4/4)-強化農業資通訊發展,防疫科技
110,國人重大傳染病防治卓越科技發展研究(2/4),防疫科技
110,維持符合我國PIC/S GMP之生物製劑廠基本營運規模(1/4),防疫科技
110,蚊媒傳染病防治研究合作體系(1/4),防疫科技
110,新世代智慧防疫行動計畫(4/4),防疫科技
110,建立國安及高價值疫苗之產業化中心(1/4),防疫科技
110,整合害蟲防治技術及環境用藥監測調查計畫(1/4),防疫科技
110,推動原鄉環境友善林畜產業多態模式(3/4),防疫科技
110,建構動植物健康安全防護網絡(1/4),防疫科技
110,提升畜禽產業效率及永續友善環境綱要計畫(1/4),防疫科技
110,精進防疫一體傳染病智慧防治技術(1/4),防疫科技
110,動物保健產業及安全防護科技創新開發(4/4),防疫科技
年度,計畫完整中文名稱,label
103,開放式建築創新應用科技計畫(4/4),13
103,智慧電子國家型科技計畫-智慧電子整合性人才培育計畫(4/5),13
103,智慧電子國家型科技計畫-發展智慧電子關鍵技術綱要計畫(4/5),13
103,奈米國家型科技計畫-奈米產業技術發展綱要計畫(6/6),13
103,工研院創新前瞻技術研究綱要計畫書(3/4)- ,13
103,機械與運輸產業科技發展綱要計畫(4/4),13
103,工業基礎技術及智慧自動化發展暨專利檢索建置計畫(3/4),13
103,工研院環境建構綱要計畫書(2/3),13
103,智慧電子國家型科技計畫—工業局智慧電子產業推動計畫(2/4),13
103,能源國家型科技計畫-綠色能源產業推動計畫(4/4),13
103,光電及半導體設備產業發展計畫(1/4),13
103,金屬產業發展推動計畫(1/4),13
103,關鍵材料技術輔導與推廣計畫(2/4),13
103,國家度量衡標準實驗室整體運作及發展計畫(2/4),13
103,智慧電子國家型科技計畫-智慧電子技術研究發展計畫(4/5),13
103,工程科技發展中程綱要計畫書(1/1),13
103,財團法人國家同步輻射研究中心發展計畫(1/1),13
103,台灣光源計畫 (TLS)(1/1),13
103,台灣光子源計畫 (TPS)(1/1),13
103,台灣光子源周邊實驗設施興建計畫(1/1),13
103,智慧電子國家型科技計畫-MG+4C垂直整合推動專案計畫(4/5),13
103,儀器科技發展計畫(1/4),13
103,晶片設計實作計畫(1/4),13
103,奈米元件研究與技術人才培育計畫(1/4),13
103,電漿在綠色節能環境之開發與應用(2/4),13
104,智慧電子國家型科技計畫-智慧電子整合性人才培育計畫(5/5),13
104,工研院環境建構綱要計畫(3/3),13
104,工研院創新前瞻技術研究綱要計畫(4/4),13
104,機械與運輸產業科技發展綱要計畫(1/4),13
104,智慧電子國家型科技計畫-發展智慧電子關鍵技術綱要計畫(5/5),13
104,工業基礎技術及智慧自動化發展暨專利檢索建置計畫(4/4),13
104,建置OLED照明量產核心技術(1/4),13
104,關鍵材料技術輔導與推廣計畫(3/4),13
104,能源國家型科技計畫-綠色能源產業推動計畫(1/4),13
104,金屬產業發展推動計畫(2/4),13
104,光電及半導體設備產業發展計畫(2/4),13
104,新興顯示器產業發展推動計畫(1/4),13
104,智慧電子國家型科技計畫-工業局智慧電子產業推動計畫(3/4),13
104,國家度量衡標準實驗室整體運作及發展計畫(3/4),13
104,台灣光源計畫 (TLS)(1/1),13
104,台灣光子源計畫 (TPS)(1/1),13
104,台灣光子源周邊實驗設施興建計畫(1/1),13
104,台灣光子源之高影響性光束線及實驗站設施興建計畫(1/4),13
104,智慧電子國家型科技計畫-MG+4C垂直整合推動專案計畫(5/5),13
104,智慧電子國家型科技計畫-智慧電子技術研究發展綱要計畫(5/5),13
104,晶片設計實作計畫(2/4),13
104,儀器科技發展計畫(1/4),13
104,奈米元件研究與技術人才培育計畫(2/4),13
104,電漿在綠色節能環境之開發與應用(3/4),13
105,工研院環境建構綱要計畫(1/3),13
105,機械與運輸產業科技發展綱要計畫(2/4),13
105,電子光電產業科技發展綱要計畫(1/4),13
105,建置OLED照明量產核心技術(2/4),13
105,工研院創新前瞻技術研究綱要計畫(1/4),13
105,能源國家型科技計畫-綠色能源產業推動計畫(2/4),13
105,光電及半導體設備產業發展計畫(3/4),13
105,關鍵材料技術輔導與推廣計畫(4/4),13
105,新興顯示器產業發展推動計畫(2/4),13
105,金屬產業發展推動計畫(3/4),13
105,智慧電子產業推動計畫(1/4),13
105,國家度量衡標準實驗室整體運作及發展計畫(4/4),13
105,軍民通用之高功率模組產業及應用生根計畫(2/4),13
105,台灣光源計畫 (TLS)(1/1),13
105,台灣光子源計畫(TPS)(1/1),13
105,台灣光子源之高影響性光束線及實驗站設施興建計畫(2/4),13
105,台澳中子設施運轉維護(1/1),13
105,工程科技發展中程綱要計畫書(1/1),13
105,晶片設計實作計畫(1/4),13
105,奈米元件研究與技術人才培育計畫(1/4),13
105,電漿在綠色節能環境之開發與應用(4/4),13
106,文化資產保存調查研究及數位空間整合與智慧場域計畫(1/4),13
106,工藝plus科技加值應用文化產業推動計畫(1/1),13
106,工研院創新前瞻技術研究綱要計畫(2/4),13
106,工研院環境建構綱要計畫(2/3),13
106,機械與運輸產業科技發展綱要計畫(3/4),13
106,建置OLED照明量產核心技術(3/4),13
106,新興顯示器產業發展推動計畫(3/4),13
106,光電及半導體設備產業發展計畫(4/4),13
106,功能性智慧材料技術輔導與推廣計畫(1/4),13
106,能源國家型科技計畫-綠色能源產業推動計畫(3/4),13
106,國家度量衡標準實驗室整體運作及發展計畫(1/4),13
106,軍民通用之高功率模組產業及應用生根計畫(3/4),13
106,工程科技發展綱要計畫書(1/1),13
106,晶片設計實作計畫(1/4),13
106,奈米元件研究與技術人才培育計畫(2/4),13
106,台灣光源計畫 (TLS)(1/1),13
106,台灣光子源計畫 (TPS)(1/1),13
106,台灣光子源(TPS)之高影響性光束線及實驗站設施興建計畫(3/4),13
106,台澳中子設施運轉維護計畫(1/1),13
106,台灣光子源光束線實驗設施建置計畫-第二期(1/4),13
107,文化資產保存調查研究及數位空間整合與智慧場域計畫(2/4),13
107,工研院創新前瞻技術研究綱要計畫(3/4),13
107,電子光電產業科技發展綱要計畫(3/4),13
107,建置OLED照明量產核心技術計畫(4/4),13
107,科技專案環境建構綱要計畫(1/4),13
107,能源國家型科技計畫-綠色能源產業推動計畫(4/4),13
107,新興顯示器產業發展推動計畫(4/4),13
107,國家度量衡標準實驗室整體運作及發展計畫(2/4),13
107,建置太陽光電技術平台2年推動計畫(2/2),13
107,軍民通用之高功率模組產業及應用生根計畫(4/4),13
107,工程科技發展綱要計畫(1/1),13
107,智慧終端半導體製程與晶片系統研發計畫(1/4),13
107,自研自製高階儀器設備與服務平台計畫(2/4),13
107,晶片設計實作計畫(1/4),13
107,奈米元件研究與技術人才培育計畫(1/4),13
107,台灣光子源光束線實驗設施建置計畫-第二期(2/4),13
107,台灣光子源(TPS)之高影響性光束線及實驗站設施興建計畫(4/4),13
107,台灣光源(TLS)運轉維護計畫(1/1),13
107,台灣光子源(TPS)運轉維護計畫(1/1),13
107,台澳中子設施運轉維護計畫(1/1),13
108,電子光電產業科技發展綱要計畫(4/4),13
108,科技專案環境建構綱要計畫(2/4),13
108,國家度量衡標準實驗室整體運作及發展計畫(3/4),13
108,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(2/4),13
108,功率電子關鍵技術提升與通訊/綠能產業整合應用開發(1/4),13
108,自研自製高階儀器設備與服務平台計畫(3/4),13
108,智慧終端半導體製程與晶片系統研發計畫(2/4),13
108,晶片設計實作計畫(1/4),13
108,奈米元件研究與技術人才培育計畫(1/4),13
108,台灣光子源光束線實驗設施建置計畫-第二期(3/4),13
108,台灣光子源綠能生醫旗艦計畫(3/4),13
108,國輻中心業務推動與設施管理計畫(1/1),13
109,科技專案環境建構綱要計畫(3/4),13
109,中南部雷射關鍵技術暨應用系統發展計畫(原名稱:中南部雷射與金屬產業高值應用暨系統技術發展計畫)(4/4),13
109,電子與光電系統核心技術與應用科技發展綱要計畫(1/4),13
109,工業基礎設施智慧化核心技術開發計畫(1/4),13
109,晶片設計與半導體科技研發應用計畫(3/4),13
109,國家度量衡標準實驗室整體運作及發展計畫(4/4),13
109,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(3/4),13
109,功率電子關鍵技術提升與通訊/綠能產業整合應用開發(2/4),13
109,智慧終端半導體製程與晶片系統研發計畫(3/4),13
109,自研自製高階儀器設備與服務平台計畫(4/4),13
109,基礎科學研究計畫-國輻中心業務推動與設施管理計畫(1/1),13
109,台灣光子源光束線實驗設施建置計畫-第二期(4/4),13
109,台灣光子源綠能生醫旗艦計畫(4/4),13
109,原子能衍生技術於復健醫療領域之應用(1/4),13
110,科技專案環境建構綱要計畫(4/4),13
110,工業基礎設施智慧化核心技術開發計畫(2/4),13
110,電子與光電系統核心技術與應用科技發展綱要計畫(2/4),13
110,AI晶片異質整合模組前瞻製造平台計畫(1/5),13
110,Å世代半導體-先端技術與產業鏈自主發展計畫(1/5),13
110,國家度量衡標準實驗室整體運作及發展計畫(1/4),13
110,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(4/4),13
110,功率電子關鍵技術提升與通訊/綠能產業整合應用開發(3/4),13
110,智慧終端半導體製程與晶片系統研發計畫 (4/4),13
110,重點產業高階人才培訓計畫(1/5),13
110,突破半導體物理極限與鏈結AI世代計畫(1/5),13
110,Å世代半導體-前瞻半導體及量子技術研發計畫(1/5),13
110,基礎科學研究計畫-國輻中心業務推動與設施管理計畫(1/1),13
110,台灣光子源光束線實驗設施建置計畫(1/6)-第三期,13
年度,計畫完整中文名稱,label
103,發展典範科技大學計畫(2/4)-深耕特定專業技術,創新創業
103,業/學界科技專案綱要計畫(4/4),創新創業
103,中小企業即時技術輔導計畫(2/4),創新創業
103,標竿新產品創新研發輔導計畫(1/4),創新創業
103,服務業創新研發計畫(1/4),創新創業
103,中小企業群聚創新整合服務優值計畫(3/4),創新創業
103,產學合作育成加值計畫(3/4)-第二期,創新創業
103,推動中小企業創新服務憑證計畫(2/4),創新創業
103,科學工業園區研發精進產學合作計畫(1/4),創新創業
103,創新產學合作計畫(1/4),創新創業
103,南部科學工業園區業務推展(1/1),創新創業
103,科學園區重大政策評估研究及創新規劃推動計畫(1/1),創新創業
104,發展典範科技大學計畫(3/4)-深耕特定專業技術,創新創業
104,區域創新走廊產業科技發展綱要計畫(4/4),創新創業
104,企業創新研發淬鍊及產學研價值創造綱要計畫(1/4),創新創業
104,標竿新產品創新研發輔導計畫(2/4),創新創業
104,中小企業即時技術輔導計畫(3/4),創新創業
104,104年服務業創新研發計畫(2/4),創新創業
104,中小企業群聚創新整合服務優值計畫(4/4),創新創業
104,科技創業推動計畫(1/4),創新創業
104,產學合作育成加值計畫(4/4)-第二期(4/4),創新創業
104,南部科學工業園區業務推展(1/1),創新創業
104,科學工業園區研發精進產學合作計畫(2/4),創新創業
104,創新產學合作計畫(2/4),創新創業
105,產業創新提升人才培育計畫(1/4),創新創業
105,大學學習生態系統創新計畫(1/4),創新創業
105,企業創新研發淬鍊及產學研價值創造綱要計畫(2/4),創新創業
105,中小企業即時技術輔導計畫(4/4),創新創業
105,標竿新產品創新研發輔導計畫(3/4),創新創業
105,服務業創新研發計畫(3/4),創新創業
105,科技創業推動計畫(2/4),創新創業
105,中小企業價值創新應用計畫(2/4),創新創業
105,推動中小企業群聚加速創新商業化計畫(1/4),創新創業
105,產學育成加速卓越計畫(1/4),創新創業
105,網實整合創業服務平臺推動計畫(1/1),創新創業
105,產業園區競爭力推升計畫(1/4),創新創業
105,南部科學工業園區業務推展(1/1),創新創業
105,科學工業園區研發精進產學合作計畫(3/4),創新創業
105,研發成果推廣及科學園區業務推動計畫(1/1),創新創業
105,新竹科學工業園區－業務推展(1/1),創新創業
105,創新產學合作計畫(3/4),創新創業
105,建置矽谷創新創業平台計畫(1/4),創新創業
105,臺灣矽谷科技基金投資計畫(1/1),創新創業
106,大學學習生態系統創新計畫(2/4),創新創業
106,企業創新研發淬鍊及產學研價值創造綱要計畫(3/4),創新創業
106,開源應用技術研發人才培育計畫(1/4),創新創業
106,中小企業即時技術輔導計畫(1/4),創新創業
106,標竿新產品創新研發輔導計畫(4/4),創新創業
106,服務業創新研發計畫(4/4),創新創業
106,智慧科技創新創業及社會創新發展計畫(1/4),創新創業
106,中小企業價值創新應用計畫(3/4),創新創業
106,科技創業推動計畫(3/4),創新創業
106,小型企業創新研發綱要計畫(SBIR)(1/4),創新創業
106,推動中小企業群聚加速創新商業化計畫(2/4),創新創業
106,產學育成加速卓越計畫(2/4),創新創業
106,推動中小企業跨域創新加值計畫(1/4),創新創業
106,推動產業創新應用服務實證計畫(1/4),創新創業
106,產業園區競爭力推升計畫(2/4),創新創業
106,臺灣矽谷科技基金投資計畫(1/1),創新創業
106,創新產學合作計畫(4/4),創新創業
106,亞洲矽谷創新創業鏈結計畫(1/4),創新創業
106,新興科技創新營運模式研究計畫(1/4),創新創業
106,智慧機械領域-新型態產學研鏈結旗艦計畫(1/4),創新創業
106,新材料循環-新型態產學研鏈結旗艦計畫(1/4),創新創業
106,新農業-新型態產學研鏈結旗艦計畫(1/4),創新創業
106,生技醫療-新型態產學研鏈結旗艦計畫(1/4),創新創業
106,亞洲·矽谷領域-新型態產學研鏈結旗艦計畫(1/4),創新創業
106,科技顧問及產業策略會議推動計畫(1/1),創新創業
106,南部科學工業園區業務推展(1/1),創新創業
106,科學工業園區研發精進產學合作計畫(4/4),創新創業
106,亞洲‧矽谷推動平臺計畫(1/4),創新創業
107,大學學習生態系統創新計畫(3/4),創新創業
107,企業創新研發淬鍊及產學研價值創造綱要計畫(4/4),創新創業
107,產業創新平台計畫(1/4),創新創業
107,培訓產業創新暨人力加值計畫(3/4),創新創業
107,產業政策研究與推動計畫(1/4),創新創業
107,系統孵育整合出口計畫(2/4),創新創業
107,推動中小企業跨域創新加值計畫(2/4),創新創業
107,扶植中小企業與創新創業計畫(1/4),創新創業
107,中小企業價值創新應用計畫(4/4),創新創業
107,小型企業創新研發綱要計畫(SBIR)(2/4),創新創業
107,推動產業創新應用服務實證計畫(2/4),創新創業
107,亞洲．矽谷試驗場域計畫(2/4),創新創業
107,產業園區競爭力推升計畫(3/4),創新創業
107,建置矽谷創新創業平台計畫(3/4),創新創業
107,亞洲矽谷創新創業鏈結計畫(2/4),創新創業
107,產學研價值鏈躍升計畫(1/4),創新創業
107,新興科技創新營運模式研究計畫(2/4),創新創業
107,新型態產學研鏈結旗艦計畫(2/4),創新創業
107,推動國際產學聯盟計畫(2/5),創新創業
107,青年科技創新創業基地建置計畫(2/5)(1/4),創新創業
107,新竹科學工業園區－業務推展(1/1),創新創業
107,科學工業園區研發精進產學合作計畫(1/4),創新創業
107,南部科學工業園區業務推展(1/1),創新創業
107,亞洲‧矽谷推動平臺計畫(2/4),創新創業
108,企業創新研發淬鍊及產學研價值創造綱要計畫(1/4),創新創業
108,產業創新平台計畫(2/4),創新創業
108,系統孵育整合出口計畫(3/4),創新創業
108,產業政策研究與推動計畫(2/4),創新創業
108,科技社會創新促進價值躍升計畫(1/4),創新創業
108,中小企業價值創新財務支援計畫(1/4),創新創業
108,推動中小企業跨域創新加值計畫(3/4),創新創業
108,扶植中小企業與創新創業計畫(2/4),創新創業
108,先進產業策略性落實計畫(1/4),創新創業
108,推動產業創新應用服務實證計畫(3/4),創新創業
108,亞洲．矽谷試驗場域計畫(3/4),創新創業
108,產業園區競爭力推升計畫(4/4),創新創業
108,新型態產學研鏈結旗艦計畫(3/4),創新創業
108,亞洲矽谷創新創業鏈結計畫(3/4),創新創業
108,研發成果推廣及科學園區業務推動計畫(1/1),創新創業
108,建置矽谷創新創業平台計畫(4/4),創新創業
108,產學研價值鏈躍升計畫(2/4),創新創業
108,青年科技創新創業基地建置計畫(3/4),創新創業
108,新興科技創新營運模式研究計畫(3/4),創新創業
108,推動國際產學聯盟計畫(3/4),創新創業
108,新竹科學工業園區－業務推展(1/1),創新創業
108,南部科學工業園區業務推展(1/1),創新創業
108,亞洲‧矽谷推動平臺計畫(3/4),創新創業
109,創新前瞻技術研究綱要計畫(2/4),創新創業
109,企業創新研發淬鍊及產學研價值創造綱要計畫(2/4),創新創業
109,產業政策研究與推動計畫(3/4),創新創業
109,產業創新平台計畫(3/4),創新創業
109,跨國戰略夥伴鏈結互利計畫(4/4),創新創業
109,推動產業創新應用服務實證計畫(4/4),創新創業
109,推動中小企業跨域創新加值計畫(4/4),創新創業
109,中小企業價值創新財務支援計畫(2/4),創新創業
109,科技社會創新促進價值躍升計畫(1/1),創新創業
109,亞洲．矽谷試驗場域計畫(4/4),創新創業
109,扶植中小企業與創新創業計畫(3/4),創新創業
109,先進產業策略性落實計畫(2/4),創新創業
109,小型企業創新研發綱要計畫(SBIR)(4/4),創新創業
109,產業園區創新生態跨域推動計畫(1/4),創新創業
109,新興科技創新營運模式研究計畫(4/4),創新創業
109,科研成果價值躍升計畫(1/1),創新創業
109,推動國際產學聯盟計畫(4/4),創新創業
109,青年科技創新創業基地建置計畫(4/4),創新創業
109,科學園區業務推展計畫(1/1),創新創業
109,亞洲‧矽谷推動平臺計畫(4/4)(4/4),創新創業
110,5G文化科技人才培育暨跨域應用計畫(1/4),創新創業
110,企業創新研發淬鍊及產學研價值創造綱要計畫(3/4),創新創業
110,創新前瞻技術研究綱要計畫(3/4),創新創業
110,領航企業研發深耕計畫(1/5),創新創業
110,產業政策研究與推動計畫(4/4),創新創業
110,產業創新平台計畫(4/4),創新創業
110,智慧電子產業推動計畫(2/4),創新創業
110,推升中小企業跨域生態系價值共創計畫(1/4),創新創業
110,先進產業策略性落實計畫(3/4),創新創業
110,扶植中小企業與創新創業計畫(4/4),創新創業
110,新創加速躍升計畫(1/4),創新創業
110,小型企業創新研發綱要計畫(SBIR)(1/4),創新創業
110,中小企業價值創新財務支援計畫(3/4),創新創業
110,推動區域中小企業創新發展與法制協進計畫(1/4),創新創業
110,科技社會創新促進價值躍升計畫(3/4),創新創業
110,亞洲‧矽谷新創鏈結計畫(1/4),創新創業
110,產業園區創新生態跨域推動計畫(2/4),創新創業
110,科研成果創新創業價創計畫(1/1),創新創業
110,青年科技創新創業基地建置計畫 (1/4),創新創業
110,科學園區業務推展計畫(1/1),創新創業
110,亞洲．矽谷創新應用整合平台計畫(1/4),創新創業
年度,計畫完整中文名稱,label
103,精進全民健保制度(1/4)-落實健保改革及提升醫療服務價值,15
103,醫衛科技政策研究計畫(4/4),15
103,實證衛生政策轉譯研發計畫(3/5),15
103,以醫療科技建構社會保險永續發展(1/4),15
103,台灣健康雲計畫(1/3),15
103,全人關懷生活環境科技發展中程個案計畫(3/5),15
103,ICT-enabled高附加價值新興產業關鍵技術發展綱要計畫(3/4),15
103,身心障礙與高齡者輔具國家標準暨自願性標章推動計畫(1/4),15
103,科技會報重要科技策略推動計畫(1/1),15
104,健康雲跨領域研究：巨量健康資訊科技之研發與應用(1/4),15
104,實證衛生政策轉譯研發計畫(4/5),15
104,台灣健康雲計畫(2/3),15
104,以醫療科技建構社會保險永續發展藍圖(2/4),15
104,精進全民健保制度(2/4)-落實健保改革及提升醫療服務價值,15
104,全人健康促進科技政策研究計畫(1/4),15
104,建構健康照護及幸福安全社會體系(1/4),15
104,促進健康老化及產業升級：新藥及保健食品之研發(1/4),15
104,建構領航國際之活躍老化監測暨決策支援系統(1/4),15
104,加速行動寬頻服務及產業發展計畫(1/3)-推動4G遠距智慧健康照護服務,15
104,全人關懷生活環境科技發展中程個案計畫(4/5),15
104,ICT-enabled高附加價值新興產業關鍵技術發展綱要計畫(4/4),15
104,身心障礙與高齡者輔具國家標準暨自願性標章推動計畫(2/4),15
104,科技會報跨部會署科發基金計畫(1/1),15
105,健康雲跨領域研究：巨量健康資訊科技之研發與應用(2/4),15
105,台灣健康雲計畫(3/3),15
105,建構領航國際之活躍老化監測暨決策支援系統(2/4),15
105,以醫療科技建構社會保險永續發展藍圖(3/4),15
105,建置優質照護服務體系(1/4),15
105,營造健康幸福社會(1/4),15
105,促進健康老化(Healthy Aging)及產業升級：新藥及保健食品之研發(2/4),15
105,加速行動寬頻服務及產業發展計畫(2/3)-推動4G遠距智慧健康照護服務,15
105,全人關懷生活環境科技發展中程個案計畫(5/5),15
105,身心障礙與高齡者輔具國家標準與自願性標章推動計畫(3/4),15
106,健康雲跨領域研究:巨量健康資訊科技之研發與應用(3/4),15
106,健康雲2.0(1/4),15
106,促進健康老化(Healthy Aging)及產業升級：新藥及保健食品之研發(3/4),15
106,建構智慧健康生活：巨量資料及ICT之加值應用(1/4),15
106,建置優質照護服務體系(2/4),15
106,永續提供高品質醫療服務(2/4),15
106,建構領航國際之活躍老化監測暨決策支援系統(3/4),15
106,銀髮智慧健康照護及科技服務創新模式開發計畫(1/4),15
106,高齡者安全安心生活環境科技發展中程個案計畫(1/4),15
106,身心障礙與高齡者輔具國家標準暨自願性標章推動計畫(4/4),15
106,以高齡社會需求為導向之生醫科技研究計畫(1/4),15
106,創新醫療器材計畫(1/4),15
107,健康雲跨領域研究:巨量健康資訊科技之研發與應用(4/4),15
107,健康雲2.0(2/4),15
107,建構領航國際之活躍老化監測暨決策支援系統(4/4),15
107,建構智慧健康生活：巨量資料及ICT之加值應用(2/4),15
107,永續提供高品質醫療服務(3/4),15
107,促進健康老化(Healthy Aging)及產業升級：新藥及保健食品之研發(4/4),15
107,銀髮智慧健康照護及科技服務創新模式開發計畫(2/4),15
107,建置優質照護服務體系(3/4),15
107,健康福祉科技整合照護示範場域推動計畫(1/4),15
107,高齡者安全安心生活環境科技發展中程個案計畫(2/4),15
107,身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(1/4),15
107,創新醫療器材計畫(2/4),15
107,以高齡社會需求為導向之生醫科技研究計畫(2/4),15
107,共用性基礎設施建置計畫-生醫科技研發環境建置(4/4),15
108,健康雲2.0(3/4),15
108,建置優質照護服務體系(4/4),15
108,健康福祉科技整合照護示範場域推動計畫(2/4),15
108,建構智慧健康生活：巨量資料及ICT之加值應用(3/4),15
108,銀髮智慧長照及科技服務創新模式開發計畫(3/4),15
108,永續提供高品質醫療服務(4/4),15
108,提升偏鄉衛生所(室)及巡迴醫療點網路品質計畫(3/4),15
108,高齡者安全安心生活環境科技發展中程個案計畫(3/4),15
108,智慧化居住空間整合應用人工智慧科技發展推廣計畫(1/4),15
108,身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(2/4),15
108,以高齡社會需求為導向之生醫科技研究計畫(3/4),15
108,創新醫療器材計畫(3/4),15
108,巨量資料智慧應用研究計畫(4/4),15
109,健康福祉科技整合照護示範場域推動計畫(3/4),15
109,銀髮智慧長照及科技服務創新模式開發計畫(4/4),15
109,導入5G及智慧科技提升醫療與健康照護(1/4),15
109,社會福利線上申請與實證決策模式計畫(1/4),15
109,肥胖症之整合性智慧醫療研究(1/4),15
109,建構智慧健康生活：巨量資料及ICT之加值應用(4/4),15
109,健康雲2.0(4/4),15
109,永續提供高品質醫療服務(1/4),15
109,提升偏鄉衛生所(室)及巡迴醫療點網路品質計畫(4/4),15
109,智慧化居住空間整合應用人工智慧科技發展推廣計畫(2/4),15
109,高齡者安全安心生活環境科技發展中程個案計畫(4/4),15
109,智慧醫療科技應用與跨場域驗證計畫(1/4),15
109,身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(3/4),15
109,創新醫療器材計畫(4/4),15
109,臨床資料庫與AI之跨域開發及加值應用(1/4),15
110,永續提供高品質醫療服務(2/4),15
110,健康福祉科技整合照護示範場域推動計畫(4/4),15
110,社會福利多元服務與實證決策模式計畫(2/4),15
110,智慧健康雲(1/4),15
110,智慧長照與醫療照護整合研發推廣計畫(1/4),15
110,肥胖症之整合性智慧醫療研究(2/4),15
110,緊急醫療救護智能平臺-救急救難一站通推動計畫(1/4),15
110,原住民族、離島及偏鄉地區遠距醫療專科門診暨強化衛生所醫療影像設備計畫(1/4),15
110,導入5G及智慧科技提升醫療與健康照護計畫(1/4),15
110,高齡者安居敬老環境科技發展中程個案計畫(1/4),15
110,智慧醫療科技應用與跨場域驗證計畫(2/4),15
110,身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(4/4),15
110,臨床資料庫與AI之跨域開發及加值應用(2/4),15
年度,計畫完整中文名稱,label
103,飲用水水源及水質標準中列管物質之調查及評估(1/3),16
103,區域水文地質特性與地下水補注模式研究(2/4),16
103,台灣南段山區地下水資源調查(1/4),16
103,水再生利用風險管理技術研發計畫(3/5),16
103,給水風險管理與減漏節水技術育成(2/4),16
103,都會區防洪科技(2/4),16
103,產業用水合理性推估及管理研究計畫(1/4),16
103,水文觀測技術提昇與發展(1/4),16
103,氣候變遷對水環境之衝擊與調適研究計畫(1/5),16
104,飲用水水源及水質標準項目之調查及評估(2/3),16
104,區域水文地質特性與地下水補注模式研究(3/4),16
104,臺灣南段山區地下水資源調查(2/4),16
104,產業用水合理性推估及管理研究計畫(2/4),16
104,給水風險管理與減漏節水技術育成(3/4),16
104,都會區防洪科技(3/4),16
104,水再生利用風險管理技術研發計畫(4/5),16
104,氣候變遷對水環境之衝擊與調適研究計畫(2/5),16
104,水文觀測技術提昇與發展(2/4),16
105,飲用水水源及水質標準項目之調查及評估(3/3),16
105,區域水文地質特性與地下水補注模式研究(4/4),16
105,臺灣南段山區地下水資源調查(3/4),16
105,給水風險管理與減漏節水技術育成(4/4),16
105,水文觀測技術提昇與發展計畫(3/4),16
105,都會區防洪科技(4/4),16
105,水再生利用風險管理技術研發計畫(5/5),16
105,氣候變遷對水環境之衝擊與調適研究計畫(3/5),16
105,產業用水合理性推估及管理研究計畫(3/4),16
106,再生水資源創新膜材及系統開發與驗證綱要計畫(1/4),16
106,臺灣南段山區地下水資源調查(4/4),16
106,地下水水文地質與水資源調查(1/4),16
106,水文觀測技術提昇與發展計畫(4/4),16
106,產業用水合理性推估及管理研究計畫(4/4),16
106,給水與用水管理技術發展計畫(1/4),16
106,環境友善型水處理科技發展計畫(1/5),16
106,氣候變遷對水環境之衝擊與調適研究計畫(4/5),16
106,智慧水管理產業創新發展計畫(1/4),16
107,再生水資源創新膜材及系統開發與驗證綱要計畫(2/4),16
107,環境友善型水處理科技發展計畫(2/5),16
107,氣候變遷對水環境之衝擊與調適研究計畫(5/5),16
107,智慧水管理產業創新發展計畫(2/4),16
107,給水與用水管理技術發展計畫(2/4),16
108,再生水資源創新膜材及系統開發與驗證綱要計畫(3/4),16
108,智慧水管理產業創新發展計畫(3/4),16
108,環境友善型水處理科技發展計畫(3/5),16
108,給水與用水管理技術發展計畫(3/4),16
109,再生水資源創新膜材及系統開發與驗證綱要計畫(4/4),16
109,智慧水管理產業創新發展計畫(4/4),16
109,給水與用水管理技術發展計畫(4/4),16
110,飲用水未列管新興污染物之水質研究計畫(1/4),16
110,智慧水管理技術研發(1/4),16
110,公共用水效率提升計畫(1/4),16
年度,計畫完整中文名稱,label
103,智財布局及戰略研析推動計畫(2/4),17
103,健全專利檢索中心發展計畫(1/4),17
103,智慧財產專業人員培訓計畫(2/4),17
103,強化專利資訊檢索及運用計畫(4/4),17
103,專利資訊服務創新計畫(1/4),17
103,國外專利資訊檢索優質化計畫(1/4),17
103,創造中小企業智財價值計畫(1/4),17
